"date","chl"
2002-07-16 12:00:00,3.36831814272177
2002-08-16 12:00:00,4.28802448059049
2002-09-16 00:00:00,2.6485770341648
2002-10-16 12:00:00,2.9946149770896
2002-11-16 00:00:00,2.21649951457105
2002-12-16 12:00:00,1.5899495641533
2003-01-16 12:00:00,0.821887236008898
2003-02-15 00:00:00,1.30957923985143
2003-03-16 12:00:00,0.974350923919785
2003-04-16 00:00:00,1.18741844615779
2003-05-16 12:00:00,1.75814752040088
2003-06-16 00:00:00,2.9850911505189
2003-07-16 12:00:00,3.50478158002956
2003-08-16 12:00:00,2.73262016894196
2003-09-16 00:00:00,3.05334735489609
2003-10-16 12:00:00,1.44328545120962
2003-11-16 00:00:00,1.04249920556551
2003-12-16 12:00:00,1.31042891884472
2004-01-16 12:00:00,1.14092692974356
2004-02-15 12:00:00,1.29380866098806
2004-03-16 12:00:00,1.79779666589602
2004-04-16 00:00:00,1.85758935319385
2004-05-16 12:00:00,1.40299015953326
2004-06-16 00:00:00,2.29475593536976
2004-07-16 12:00:00,3.50729450608218
2004-08-16 12:00:00,3.41684445619476
2004-09-16 00:00:00,2.48045456457837
2004-10-16 12:00:00,2.12229748004131
2004-11-16 00:00:00,1.35128806167599
2004-12-16 12:00:00,1.22356271098492
2005-01-16 12:00:00,0.814785092545237
2005-02-15 00:00:00,1.8970281463344
2005-03-16 12:00:00,0.944110298290748
2005-04-16 00:00:00,1.11233204131221
2005-05-16 12:00:00,1.03137810394959
2005-06-16 00:00:00,1.72255696143324
2005-07-16 12:00:00,4.07376284632816
2005-08-16 12:00:00,4.08171165932946
2005-09-16 00:00:00,3.25806114023238
2005-10-16 12:00:00,1.86952207000777
2005-11-16 00:00:00,1.10453852138007
2005-12-16 12:00:00,1.30098281667385
2006-01-16 12:00:00,1.07792836676467
2006-02-15 00:00:00,1.24197717299953
2006-03-16 12:00:00,0.910969762218733
2006-04-16 00:00:00,1.56572065178603
2006-05-16 12:00:00,3.44168453452604
2006-06-16 00:00:00,2.1895874051158
2006-07-16 12:00:00,3.12909611843619
2006-08-16 12:00:00,4.00637122386122
2006-09-16 00:00:00,3.2019197879838
2006-10-16 12:00:00,3.88147055022199
2006-11-16 00:00:00,1.26932969750072
2006-12-16 12:00:00,1.37050675893623
2007-01-16 12:00:00,1.49687091022234
2007-02-15 00:00:00,1.36191382215475
2007-03-16 12:00:00,1.57504699745934
2007-04-16 00:00:00,1.64768866007943
2007-05-16 12:00:00,4.14462183600255
2007-06-16 00:00:00,2.99670485087976
2007-07-16 12:00:00,2.89808947404876
2007-08-16 12:00:00,3.01858312486061
2007-09-16 00:00:00,4.34466511099183
2007-10-16 12:00:00,1.86510916744456
2007-11-16 00:00:00,1.97604369736932
2007-12-16 12:00:00,1.29032590849773
2008-01-16 12:00:00,1.28460835608063
2008-02-15 12:00:00,1.10235404503169
2008-03-16 12:00:00,1.65662465637925
2008-04-16 00:00:00,3.03170727584906
2008-05-16 12:00:00,3.96129611213783
2008-06-16 00:00:00,2.37351357763806
2008-07-16 12:00:00,4.25597192815205
2008-08-16 12:00:00,2.57222473608399
2008-09-16 00:00:00,4.04961393609162
2008-10-16 12:00:00,2.67841426808392
2008-11-16 00:00:00,1.96112162608337
2008-12-16 12:00:00,1.56766758305815
2009-01-16 12:00:00,1.36445380879071
2009-02-15 00:00:00,1.20080576274906
2009-03-16 12:00:00,1.31910581975112
2009-04-16 00:00:00,3.19370670702189
2009-05-16 12:00:00,3.79290746800032
2009-06-16 00:00:00,3.07158477893069
2009-07-16 12:00:00,3.03555754452186
2009-08-16 12:00:00,1.79334931906234
2009-09-16 00:00:00,1.66285658555543
2009-10-16 12:00:00,3.667927609053
2009-11-16 00:00:00,4.80346257536517
2009-12-16 12:00:00,2.46084176434841
2010-01-16 12:00:00,1.43570640588735
2010-02-15 00:00:00,1.57986094480186
2010-03-16 12:00:00,1.94240506971262
2010-04-16 00:00:00,1.32224569525954
2010-05-16 12:00:00,2.29129158990279
2010-06-16 00:00:00,1.68689778531346
2010-07-16 12:00:00,2.66709963456174
2010-08-16 12:00:00,2.81318833872253
2010-09-16 00:00:00,1.72996651480752
2010-10-16 12:00:00,1.60539880333571
2010-11-16 00:00:00,0.912160934328188
2010-12-16 12:00:00,1.17480518856229
2011-01-16 12:00:00,1.17999394795532
2011-02-15 00:00:00,0.93890304779582
2011-03-16 12:00:00,0.536153104141998
2011-04-16 00:00:00,0.929495301879049
2011-05-16 12:00:00,0.480958643072422
2011-06-16 00:00:00,1.98094959867287
2011-07-16 12:00:00,2.69997627514205
2011-08-16 12:00:00,3.26901139024834
2011-09-16 00:00:00,2.85139659563069
2011-10-16 12:00:00,1.33295616761684
2011-11-16 00:00:00,0.654578774595721
2011-12-16 12:00:00,0.586048160982227
2012-01-16 12:00:00,0.650579585587256
2012-02-15 12:00:00,0.607402608823105
2012-03-16 12:00:00,0.51293340976876
2012-04-16 00:00:00,0.752535742587012
2012-05-16 12:00:00,4.29061085846024
2012-06-16 00:00:00,1.39770925264332
2012-07-16 12:00:00,2.27164734226876
2012-08-16 12:00:00,3.03998484107922
2012-09-16 00:00:00,2.24593422912329
2012-10-16 12:00:00,1.56365217532959
2012-11-16 00:00:00,1.46627730403338
2012-12-16 12:00:00,1.19202394539849
2013-01-16 12:00:00,0.987519701845312
2013-02-15 00:00:00,1.0404730811835
2013-03-16 12:00:00,1.7483973153601
2013-04-16 00:00:00,2.4677154987362
2013-05-16 12:00:00,3.6459374289233
2013-06-16 00:00:00,1.23586167376391
2013-07-16 12:00:00,4.70948248194827
2013-08-16 12:00:00,1.81423238999575
2013-09-16 00:00:00,1.87344976660142
2013-10-16 12:00:00,2.27769453966932
2013-11-16 00:00:00,3.21228452704078
2013-12-16 12:00:00,0.952518760939316
2014-01-16 12:00:00,1.96682625179242
2014-02-15 00:00:00,1.17383970974906
2014-03-16 12:00:00,2.68645434736656
2014-04-16 00:00:00,1.80839553643293
2014-05-16 12:00:00,1.57610084301859
2014-06-16 00:00:00,4.55775258224984
2014-07-16 00:00:00,3.84806511101383
2014-08-16 00:00:00,3.73957646505733
2014-09-16 00:00:00,3.45641150003643
2014-10-16 00:00:00,1.9923021707131
2014-11-16 00:00:00,2.04493025753847
2014-12-16 00:00:00,2.86801217845143
2015-01-16 12:00:00,2.27586778910161
2015-02-15 00:00:00,3.10531332640007
2015-03-16 12:00:00,3.80329370240253
2015-04-16 00:00:00,1.97321581109489
2015-05-16 12:00:00,3.99238560032412
2015-06-16 00:00:00,5.30634728832386
2015-07-16 12:00:00,2.09777596168689
2015-08-16 12:00:00,1.9534681978387
2015-09-16 00:00:00,1.33425791372632
2015-10-16 12:00:00,1.38284366161748
2015-11-16 00:00:00,1.27026503926514
2015-12-16 12:00:00,1.08735165106852
2016-01-16 12:00:00,0.934141160835335
2016-02-15 12:00:00,1.18906115949567
2016-03-16 12:00:00,1.57473039895249
2016-04-16 00:00:00,1.50799715919001
2016-05-16 12:00:00,2.86008964541432
2016-06-16 00:00:00,2.26536201030965
2016-07-16 12:00:00,2.29050111162798
2016-08-16 12:00:00,3.60344178224211
2016-09-15 12:00:00,1.95997229380334
2016-10-16 12:00:00,1.19882508637198
2016-11-15 12:00:00,0.965220873495272
2016-12-16 12:00:00,1.556946846076
2017-01-16 12:00:00,1.60724944397163
2017-02-14 12:00:00,1.16118199513348
2017-03-16 12:00:00,1.34657572090411
2017-04-15 12:00:00,1.57114364939965
2017-05-16 12:00:00,1.69869076493266
2017-06-15 12:00:00,1.82020985278728
2017-07-16 12:00:00,3.90476427697374
2017-08-16 12:00:00,3.17556902797187
2017-09-15 12:00:00,2.63893253890864
2017-10-16 12:00:00,2.2961058132459
2017-11-15 12:00:00,1.74732702722823
2017-12-16 12:00:00,1.54225659458896
2018-01-16 12:00:00,1.24692160419458
2018-02-14 12:00:00,2.12279280404791
2018-03-16 12:00:00,1.56659426155713
2018-04-15 12:00:00,1.16585900711903
2018-05-16 12:00:00,1.82699973580617
2018-06-15 12:00:00,2.32669818602947
2018-07-16 12:00:00,3.45500093616178
2018-08-16 12:00:00,1.73453103033003
2018-09-15 12:00:00,2.10113264614627
2018-10-16 12:00:00,1.74511256315552
2018-11-15 12:00:00,1.77384775588466
2018-12-16 12:00:00,2.0107867021352
2019-01-16 12:00:00,1.29972749070345
2019-02-14 12:00:00,1.30118900199354
2019-03-16 12:00:00,1.33510692222888
2019-04-15 12:00:00,1.79096268310229
2019-05-16 12:00:00,2.44767034726406
2019-06-15 12:00:00,2.46449096637001
